dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
4182,4182366,1999,11,17,Arab Salim,arab sahim,33.41667,35.51667,1,0
4182,4182368,2000,2,10,number of locations in southern Lebanon,sur,33.26667,35.2,3,0
4182,4182370,2000,5,22,"southern Lebanon, Meis al Jabal (south of Houla), Kafer Tebneet (border between",houla,33.2,35.5,1,0
4182,4182373,2000,5,25,Israel-Lebanon border,yarun,33.05,35.4,4,0
4182,4182374,2000,9,13,"Israel-Lebanon border, Mount Hermon, Wazzani, and Shebaa Farms",mount hermon,33.43333,35.85,1,0
4182,4182376,2000,10,7,southern Lebanon,sur,33.26667,35.2,3,0
4182,4182377,2000,10,9,"Israel-Lebanon border, Mount Dov, and Sinir",sur,33.26667,35.2,4,0
4182,4182378,2000,10,18,"western Bekaa district, Marjayoun region, Beirut and its eastern Hazmiyeh suburb",bekaa,34,36.16667,3,0
4182,4182379,2000,11,26,Kfarshouba - southern Lebanese village,kfar shoba,33.31667,35.68333,3,0
4182,4182380,2000,12,4,southern Lebanon - city of Baalbek and Iqlim at-Tuffat region,baalbek,34,36.21667,1,0
4182,4182381,2000,12,27,Bekaa Valley and Tyre,bekaa,34,36.16667,1,0
4182,4182382,2001,1,22,SYR,syria,35,38,5,0
4182,4182383,2001,2,7,ISR-LEB border,yarun,33.05,35.4,4,0
4182,4182384,2001,4,16,"Dhar al-Baydar, on the SYR-LEB border",dhar al baydor,33.81667,35.76667,1,0
4182,4182385,2001,4,16,"Dar al-Baydar, along LEB-SYR border",dhar al baydor,33.81667,35.76667,1,0
4182,4182386,2001,4,16,LEB,beirut,33.86666,35.5,5,0
4182,4182387,2001,5,9,South LEB,sur,33.26667,35.2,3,0
4182,4182390,2001,7,1,"Bekaa Valley, LEB",bekaa,34,36.16667,1,0
4182,4182391,2001,7,1,"Bekaa Valley, LEB",bekaa,34,36.16667,1,0
4182,4182392,2001,12,17,Southern LEB,sur,33.26667,35.2,3,0
4183,4183001,1997,5,25,In Canadian waters off the Coast of British Columbia.,victoria,48.43333,123.35,4,1
4186,4186001,2000,2,21,Brussels. Location Type: other location,brussels,50.83333,4.333333,1,1
4186,4186002,2000,3,27,Kosovo,pristina,42.66667,21.15,5,0
4187,4187001,1998,6,-9,"not specified, border area between DJI and ERI.",amotalale,12.46667,42.78333,4,1
4187,4187002,1998,11,-9,common borders between ERI and DJI.,amotalale,12.46667,42.78333,4,0
4188,4188001,1999,1,16,"Dabala Fuchana, in Moyale District, northern Kenya.",moyale,3.5,39.06667,3,1
4189,4189001,1998,7,-9,"Cordillera del Condor region, PER-ECU border.",cordillera,-5,-79.8,4,1
4189,4189002,1998,8,1,El Milagro Base (PER) near the disputed border in Cordillera del Condor region.,el milagro,-4.45,-80.21667,1,0
4190,4190001,1996,6,-9,Turkish-Syrian border and the Syrian coast,qazliyah,35.85,35.85,4,1
4190,4190002,1996,6,-9,Turkish-Syrian border,akcalale,36.71667,38.95,4,0
4190,4190003,1996,6,-9,Turkish-Syrian border,akcalale,36.71667,38.95,4,0
4191,4191001,1996,6,26,"Northwestern region of Silvana in Iran, 25km. west of Orumiyeh",azarbayjan e sharqi,37.46667,45.5,3,1
4192,4192001,1996,7,27,"Koisanjaq (Koisijak), town in Suleymanieh region of northern Iraq",koisanjaq,36.08333,44.61666,1,1
4192,4192002,1996,8,23,"Northern Iraq including Qaseri, Choman, Galala,Haj Omran, and Sedikan.",choman,36.58333,44.81667,3,0
4192,4192003,1996,8,26,"Ziyadiyah River, IRN-IRQ border",ziyadiyah,30.26667,48.31667,4,0
4192,4192004,1996,9,-9,IRN-IRQ border,ziyadiyah,30.26667,48.31667,4,0
4192,4192005,1997,1,3,Along Iraqi border with Iran.,mandali,33.73333,45.55,4,0
4193,4193001,1997,10,10,Unclear,cyprus,35.06,33.41,5,1
4193,4193002,1997,10,23,"Aegean Sea, near GRC islands of Chios and Lesbos",chios,38.4,26.01667,5,0
4193,4193003,1997,10,23,"Greek airspace in the Limnos-Khios and Limnos-Lesvos island areas, Aegean Sea",limnos,38.46667,25.9,5,0
4193,4193004,1997,11,1,"Greek airspace above the Aegesan islands of Limnos, Rhodes, and Kos.",rhodes,36.16667,28,5,0
4193,4193005,1997,12,25,"Greek airspace above the islands of Chios, Psarra, Lesbos, and Skyros in the Aeg",psarra,39,23.31667,5,0
4193,4193006,1997,12,31,Near the island of Kardak [Imia] in the Aegean Sea,kardak adalar,37.05,27.15,3,0
4193,4193007,1998,1,1,"Near Dardanelles, Aegean Sea",dardanelles,40.25,26.41667,3,0
4193,4193008,1998,1,1,"Athens, GRC",athens,37.98333,23.73333,1,0
4193,4193009,1998,1,2,Waters off Kara Toprak in the Aegean Sea,kara toprak,40.8,30.65,2,0
4193,4193010,1998,1,6,"North and south of Lesvos island and over the islands of Psara, Chios, and Oenou",lesvos,39.16667,26.25,2,0
4193,4193011,1998,1,6,Waters near Kardak (Imia) islet in the Aegean Sea,kardak adalar,37.05,27.15,2,0
4193,4193012,1998,1,8,Greek airspace along the entire stretch of the Aegean Sea.,aegean sea,39,25,5,0
4193,4193013,1998,1,13,Waters near Kardak (Imia) islet in the Aegean Sea,kardak adalar,37.05,27.15,2,0
4193,4193015,1998,1,14,Greek airspace between Limnos and Hios islands and between Rhodes and Kos island,hios,38.4,26.01667,5,0
4193,4193016,1998,1,15,Area between Lesvos and Khios in the northern Aegean and in the Dodecanese,chios,38.4,26.01667,3,0
4193,4193017,1998,1,22,Airspace over the Aegean Sea,aegean sea,39,25,5,0
4193,4193018,1998,1,26,"Waters between the islands of Kalymnos and Kalolymnus, west of Imia (Kardak).",kalymnos,37,26.95,4,0
4193,4193019,1998,1,27,Greek airspace in the Aegean Sea,aegean sea,39,25,5,0
4193,4193020,1998,2,11,Airspace between the islands of Chios Lebos and Lemnos and in other regions of t,chios,38.4,26.01667,3,0
4193,4193021,1998,3,5,"Near Limnos, GRC",limnos,38.46667,25.9,2,0
4193,4193022,1998,7,29,"TUR-GRC border near Meric, TUR",meric,41.18333,26.41667,4,0
4195,4195001,1996,4,2,"Proposed target of possible military action was the Libyan town of Tarhunah, 40",tarhunah,32.43333,13.63333,3,1
4196,4196001,1996,2,24,"North of Havana, Cuba.",havana,23.11667,82.35,2,1
4197,4197001,2000,11,-9,"Anadyr in Bering Sea, Tiksy in Northeast Siberia, Vorkuta in the Urals.",anadyr,64.75,177.4833,3,1
4197,4197002,2000,11,-9,Artic Canada Alaska,gulf of alaska,59,-145,5,0
4197,4197003,2000,11,-9,"Anadyr in the Bering Sea, Tiksy in Northeast Siberia,  Vorkuta in the Urals.",anadyr,64.75,177.4833,3,0
4200,4200001,1999,8,21,"Red Sea, YEM claims in its territorial waters.",red sea,19,39.5,5,1
4201,4201001,1999,9,24,"Pyandzh and Moskovsky sectors, TAJ-AFG border",pyandzh,37.23333,69.45,1,1
4201,4201002,2000,3,3,Along the Tajik-Afghan border,pyandzh,37.23333,69.45,4,0
4201,4201003,2000,5,30,Along the Afghan-Uzbek border,termiz,37.21667,67.25,4,0
4201,4201004,2000,5,30,"In the airspace over the Kaldar and Hayraton areas of Balkh province, Afghanista",balkh,36.83333,67.25,3,0
4201,4201005,2000,6,-9,Along the Uzbek-Afghan border,termiz,37.21667,67.25,4,0
4201,4201006,2000,6,-9,Along the Uzbek-Afghan border,termiz,37.21667,67.25,4,0
4201,4201007,2000,6,2,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201008,2000,6,6,"Near Nayraton, along the Uzbek-Afghan border",termiz,37.21667,67.25,2,0
4201,4201009,2000,9,23,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201010,2000,9,23,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201011,2000,9,27,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201012,2000,10,-9,Along the Tajik-Afghan border,moskovskiy,37.66667,69.75,4,0
4201,4201013,2000,11,20,TAJ-AFG border,pyandzh,37.23333,69.45,4,0
4201,4201014,2000,11,22,Along the Tajik-Afghan border,moskovskiy,37.66667,69.75,4,0
4201,4201015,2000,11,22,In the Panj border sector of the Tajik-Afghan border,panj,37.23333,69.08334,3,0
4201,4201016,2001,1,16,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201017,2001,1,24,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201018,2001,3,4,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4201,4201019,2001,3,27,TAJ-AFG border (Korogh Sector),korogh,33.98333,70.7,4,0
4203,4203001,1997,6,-9,Disputed border between Saudi Arabia and Yemen,malahit,16.76667,43.28333,4,1
4203,4203002,1997,11,15,"Northwest sector of SAU-YEM border, and along the central sector in the Rub al-K",rub al khali,21,51,3,0
4203,4203003,1997,11,17,"Hasamah, YEM, near SAU border",hasm,16.46667,43.08333,1,0
4203,4203004,1998,5,-9,Dhu Hurab island in the Red Sea,point estimate,15.31028,42.69889,5,0
4203,4203005,1998,5,-9,Saudi-Yemeni border,malahit,16.76667,43.28333,4,0
4203,4203006,1998,5,24,"Island of Harim (or Huraym), opposite the town of Maydi, on the far north of YEM",huraymah,14.75,43.23333,1,0
4203,4203007,1998,6,15,Yemeni airspace and territorial waters,point estimate,15.31028,42.69889,5,0
4203,4203008,1998,7,19,Duwaima Island in the Red Sea,duwaima,27.81667,36.03333,3,0
4205,4205001,1997,9,29,The southern no-flight zone in Iraq.,nasiriyah,31.05,46.2,3,1
4205,4205002,1997,9,29,"Near Al-Kut and Jalula, Iraq",jalula,34.26667,45.15,2,0
4205,4205003,1997,11,5,Iraqi side of Shatt al-Arab,shatt-al-arab,29.93333,48.56667,3,0
4206,4206001,1996,9,5,"IRQ, near TUR-IRQ border",mosul,36.33333,43.11666,4,1
4206,4206002,1996,12,30,Sinath and Hakurk regions of Iraq near Iraqi-Turkish border,ortakoy,37.31667,43.26667,3,0
4206,4206003,1997,5,14,Northern Iraq,mosul,36.33333,43.11666,3,0
4206,4206004,1997,9,20,Northern Iraq,mosul,36.33333,43.11666,3,0
4206,4206005,1997,12,25,Northern IRQ,mosul,36.33333,43.11666,3,0
4206,4206006,1998,5,10,"Iraqi-Turkish border areas including Cukurca District, Semdinli, Ertos, Destan,",cukurca,37.23333,43.6,4,0
4206,4206007,1998,10,2,"Zakho, Zeli, Haftanin and Sinahd in northern Iraq",zakho,37.13334,42.68333,1,0
4206,4206008,1998,10,4,northern Iraq,mosul,36.33333,43.11666,3,0
4206,4206009,1999,2,17,northern Iraq,mosul,36.33333,43.11666,3,0
4208,4208001,1999,9,29,northern Iraq,mosul,36.33333,43.11666,3,1
4210,4210001,2000,2,9,Greek airspace over the Aegean Sea,aegean sea,39,25,5,1
4210,4210002,2000,5,-9,Turkish airspace in the Aegean,aegean sea,39,25,5,0
4210,4210003,2000,10,21,Over Lemnos and Ikaria islands in the Aegean Sea,ikaria,37.58333,26.16667,3,0
4212,4212001,1999,11,17,"Near Shatili, GRG",shatili,42.65,45.15,2,1
4212,4212002,2000,4,8,"Argun Gorge, near Shatili, GRG-Chechen border",arguni,42.1,44.63334,4,0
4212,4212003,2000,9,14,GRG-RUS border,shovi,42.68333,43.68333,4,0
4212,4212004,2000,9,20,"Near Mutso, GRG",mutso,42.6,45.2,2,0
4212,4212005,2001,3,14,"Near Chechen village of Chonto, RUS-GRG border",chonto,42.23333,43.55,2,0
4213,4213001,2000,2,2,Gulf of Oman,gulf of oman,25,58,5,1
4213,4213002,2000,4,7,Persian Gulf,persian gulf,27,51,5,0
4214,4214001,2000,11,10,Off EQG coast,mbini,1.583333,9.6,4,1
4215,4215001,1999,1,11,NA,umm qasr,30.01667,47.93333,4,1
4216,4216001,1997,10,3,The Persion Gulf,persian gulf,27,51,5,1
4217,4217001,1998,8,20,"Khartoum, Sudan.",khartoum,15.58333,32.53333,1,1
4218,4218002,2000,3,23,None,DMZ,38.266,127.364,4,0
4219,4219001,1994,1,7,"Arauca, Colombia near the Venezuela-Colombia border.",arauca,6.666667,-71,4,1
4220,4220001,2000,10,17,Sea of Japan,sea of japan,43.5,135.75,5,1
4220,4220002,2000,10,17,Sea of Japan,sea of japan,43.5,135.75,5,0
4220,4220003,2000,11,9,Sea of Japan,sea of japan,43.5,135.75,5,0
4220,4220004,2000,11,9,Sea of Japan,sea of japan,43.5,135.75,5,0
4221,4221001,2000,6,18,ARM-TUR border,degrimenkoy,40.05,43.75,4,1
4221,4221002,2000,9,11,TUR-ARM border,degrimenkoy,40.05,43.75,4,0
4221,4221003,2000,9,11,TUR-ARM border,degrimenkoy,40.05,43.75,4,0
4221,4221004,2000,9,11,TUR-ARM border,degrimenkoy,40.05,43.75,4,0
4222,4222001,2000,4,21,Waters near Japan's northernmost main island,sapporo,43.03333,141.3167,4,1
4223,4223001,1999,7,18,"Siachen Glacier, Kashmir.",siachen glacier,35.18333,77.2,3,1
4223,4223002,1999,8,10,"Rann of Kutch, near western Kori creek, India.",rann of kutch,24.08333,70.16666,3,0
4223,4223003,1999,8,11,"Rann of Kutch, India.",rann of kutch,24.08333,70.16666,3,0
4223,4223005,2000,1,22,Palanwala sector of Kashmir.,palanwala,32.85,74.48333,3,0
4223,4223006,2000,2,15,"Kotli, Mendhar, and Poonch sectors Kashmir.",poonch,33.76667,74.1,1,0
4223,4223007,2000,2,27,"Laam in Naushera sector and southern, northern, and northwestern frontier zones",naushera,31.48333,73.55,3,0
4223,4223008,2000,3,5,Rann of Kutch (Pakistan).,rann of kutch,24.08333,70.16666,3,0
4223,4223009,2000,3,16,Line of control across Kashmir.,jammu,32.71667,74.81667,4,0
4223,4223010,2000,4,30,"Siachen Glacier and Kupwara district, Kashmir.",siachen glacier,35.18333,77.2,3,0
4223,4223011,2000,8,23,Poonch/Rawlakot sectors of Kashmir.,rawlakot,33.86666,73.76667,3,0
4223,4223012,2000,9,20,"Naugam sector, north Kashmir.",naugam,35.26667,74.91666,3,0
4223,4223013,2000,10,28,"Pakistan, countrywide.",islamabad,33.7,73.03333,5,0
4224,4224001,1993,11,8,NA,macedonia border,41.4,23.06,2,1
4225,4225001,1999,3,21,In Japanese waters in the Sea of Japan,sea of japan,43.5,135.75,5,1
4225,4225002,1999,3,23,In Japanese waters in the Sea of Japan,sea of japan,43.5,135.75,5,0
4225,4225003,1999,3,24,In the airspace over the Sea of Japan,sea of japan,43.5,135.75,5,0
4226,4226001,1997,4,-9,In North Korea,north korea,40,127,5,1
4227,4227001,1998,8,20,"In Zhawar Kili Al-Badr in Eastern Afghanistan, Near Khost",khost,33.41667,70.28333,3,1
4228,4228001,1998,8,11,Along the Uzbek-Afghan border,termiz,37.21667,67.25,4,1
4228,4228002,1998,8,-9,Along the Tajik-Afghan border,moskovskiy,37.66667,69.75,4,0
4228,4228003,1998,8,-9,Along the Tajik-Afghan border,moskovskiy,37.66667,69.75,4,0
4229,4229001,2000,8,8,ALB-Montenegrin border,tamare,42.45,19.53333,4,1
4230,4230001,1997,6,27,YUG-CRO border,vukovar,45.33333,18.98333,4,1
4231,4231001,1996,8,10,"Istria, CRO, on CRO-SLV border",istria,45.7955,15.4681,1,1
4232,4232001,2000,4,3,"Kedabek District, Northeast AZE",kedabek,40.55,45.8,3,1
4232,4232002,2000,4,27,"Krasnoye Selo and Kazakh Districts, ARM-AZE border",krasnoye selo,40.63334,46.38334,1,0
4233,4233001,2001,1,31,GRC Aegean Coast (near Limnos),limnos,39.91667,25.25,4,1
4235,4235001,2001,2,5,"Murovdag, Geranboi District, ARM-AZE border",murovdag,40.26667,46.31667,1,1
4236,4236001,2001,12,12,NA,arm-aze border,39.524,45.779,4,1
4237,4237001,1994,12,16,Transkeian territory on South Africa/Lesotho border,transkei,31.5,29,3,1
4238,4238001,2001,2,14,Off northern NOR coastline,bodo,67.28333,14.38333,4,1
4239,4239001,2001,2,14,"Off Hokkaido Island, JPN",hokkaido,44,143,3,1
4239,4239002,2001,2,14,"Off Hokkaido Island, JPN",hokkaido,44,143,3,0
4239,4239003,2001,4,11,"Over Kyuroku Island, JPN",kyuroku,40.53333,139.5,3,0
4239,4239004,2001,4,11,"Over Kyuroku Island, JPN",kyuroku,40.53333,139.5,3,0
4240,4240001,2001,8,30,"Vitebsk, BLR, 6 miles from LIT border",vitebsk,54.6344,25.7653,1,1
4242,4242001,2001,10,18,"Svaretia region, Kodor Gorge, Abkhazi-Chechen border, GRG",kodor,42.9,41.26667,3,1
4243,4243001,2000,7,4,Palau waters,palau,6,134,4,1
4244,4244001,1997,5,8,"The border between Angola and Zaire, near the port of Matadi on the Congo (Zaire",matadi,-5.883333,14.25,4,1
4245,4245001,1997,10,8,"This was an artillery exchange across the Congo River between Brazzaville, Repub",kinshasa,-4.316667,15.3,4,1
4246,4246001,1997,10,11,"Pointe Noire, Congo, and the surrounding area, near the border with Angola's Cab",pointe noire,-4.783333,11.9,1,1
4248,4248001,1998,9,28,The mobilization was nationwide throughout Sudan.,point estimate,13.91778,29.83611,5,1
4248,4248002,1998,10,3,"Adjumani town, about 450 kilometres north of the Ugandan capital Kampala; Pakele",adjumani,3.366667,31.78333,1,0
4248,4248003,1998,10,3,The towns of Adjumani and Pakele in the Moyo district of northwestern Uganda.,adjumani,3.366667,31.78333,1,0
4248,4248004,1998,11,3,The Uganda-Sudan border.  Specifically the Kitgum district of northern Uganda.,kitgum,3.5,33,4,0
4248,4248005,1998,11,3,"The Sudan-Uganda border, adjacent to the Kitgum district of northern Uganda.",kitgum,3.5,33,4,0
4248,4248006,1999,4,-9,Along the border of Sudan and Uganda.,kitgum,3.5,33,4,0
4249,4249001,1997,2,16,The border between Kenya and Uganda.  The Kenyan troops took positions near the,busia,0.4666667,34.1,4,1
4250,4250001,1998,2,25,Bakassi Peninsula area,bakassi point,4.5,8.7,3,1
4250,4250002,1998,3,1,Bakassi Peninsula area in the Guinean gulf.,bakassi point,4.5,8.7,3,0
4250,4250003,1998,3,6,Bakassi Peninsula,bakassi point,4.5,8.7,3,0
4250,4250004,1998,3,19,Bakassi Peninsula,bakassi point,4.5,8.7,3,0
4250,4250005,1998,4,10,Bakassi Peninsula,bakassi point,4.5,8.7,3,0
4250,4250006,1998,5,7,Bakassi Peninsula,bakassi point,4.5,8.7,3,0
4250,4250007,1998,9,8,Nigeria-Cameroun border,kontcha,7.966667,12.21667,4,0
4251,4251001,1997,5,27,"Freetown, Sierra Leone",freetown,8.483334,-13.23333,1,1
4251,4251002,1997,5,27,"Troops deployed in Freetown, SIE.  Two Nigerian warships reported off coast.",freetown,8.483334,-13.23333,1,0
4251,4251003,1997,6,2,"Freetown, SIE.  Fighting occured at airport and Manny Yoko hotel.",freetown,8.483334,-13.23333,1,0
4251,4251005,1997,6,10,"Freetown, SIE at Lungi Airport",lungi,8.616667,-13.2,1,0
4251,4251006,1997,6,11,Off the coast of SIE,mandu,7.75,-12.75,4,0
4251,4251007,1997,7,9,"Clashes at Freetown, SIE near airport, also naval bombardment of Freetown.  Sout",lungi,8.616667,-13.2,2,0
4251,4251008,1997,8,6,"Sierra Leone (statement issued from Monrovia, Liberia)",monrovia,6.3,-10.8,5,0
4251,4251009,1997,8,13,Freetown SIE near airport,lungi,8.616667,-13.2,1,0
4251,4251010,1997,8,23,Freetown SIE near airport,lungi,8.616667,-13.2,1,0
4251,4251011,1997,9,4,"Freetown, SIE",freetown,8.483334,-13.23333,1,0
4251,4251012,1997,9,20,"Freetown, SIE.  Nigeria bombed harbor area and power plant.  Fighting at airport",freetown,8.483334,-13.23333,1,0
4251,4251013,1997,10,8,"Sierra Leonean army base west of Freetown; Lungi Airport; Bo, SIE; Kenema, SIE",lungi,8.616667,-13.2,2,0
4251,4251014,1997,12,12,Jorou and Gorohun in East SIE; Gondolo Parlo and Dia in Southeast SIE; Zimmi nea,zimmi,7.3,-11.3,3,0
4251,4251015,1998,1,-9,"Jui, Sierra Leone",jui,8.4,-13.13333,1,0
4251,4251016,1998,1,7,"Freetown, Sierra Leone",freetown,8.483334,-13.23333,1,0
4251,4251017,1998,1,27,"Jui, 10 miles East of Freetown",jui,8.4,-13.13333,1,0
4251,4251018,1998,2,5,Jui-Freetown area.  Fighting all around Freetown.  This is the final push for th,jui,8.4,-13.13333,2,0
4251,4251019,1998,2,17,"Bo, Kenema, and Makeni area of Sierra Leone",kenema,7.833333,-11.16667,3,0
4251,4251020,1998,2,25,"Bo, Sierra Leone",bo district,8,-11.66667,1,0
4251,4251021,1998,3,2,"Lunsar, Sierra Leone",lunsar,8.683333,-12.53333,1,0
4252,4252001,1999,8,14,The city of Kisangani in the Democratic Republic of the Congo (DRC).,kisangani,0.5,25.2,1,1
4253,4253001,2000,5,5,"The city of Kisangani, Democratic Republic of the Congo (DRC), and the surroundi",kisangani,0.5,25.2,1,1
4253,4253002,2000,5,7,The Uganda-Rwanda border.  The Ugandan forces deployed mainly at Mpaama and Mira,mirama,-0.85,29.75,4,0
4253,4253003,2000,5,8,The Rwanda-Uganda border.,colline tovu,-1.366667,30.1,4,0
4253,4253004,2000,5,14,"The Bangoka Airport, approximately 17km outside of the city of Kisangani, Democr",bangoka,0.4833333,25.33333,1,0
4253,4253005,2000,6,5,"Kisangani, Democratic Republic of the Congo (DRC).",kisangani,0.5,25.2,1,0
4254,4254001,1998,9,-9,"Monrovia, Liberia",monrovia,6.3,-10.8,1,1
4255,4255001,1998,2,-9,No specific location given.  Somewhere in Liberia--presumably near Sierra Leonea,liberia falls,7.75,-10.65,5,1
4256,4256001,1999,4,9,Liberia-Sierra Leonean border area,liberia falls,7.75,-10.65,4,1
4257,4257001,2000,7,-9,Liberia - Guinea border.  Attacks follow in Koryamah region.,balaraia,7.9,-9.4,4,1
4257,4257002,2000,9,22,"Zorzor district, Liberia",zorzor,7.766667,-9.416667,3,0
4257,4257003,2000,10,23,"Province of Voinjama, Liberia",voinjama,8.416667,-9.733334,3,0
4257,4257004,2001,1,12,Guinea-Liberia border area,balaraia,7.9,-9.4,4,0
4257,4257005,2001,1,29,"Solumba, Liberia",solomba,8.5,-10.16667,1,0
4257,4257006,2001,2,27,Northern Liberia--Voinjama area,voinjama,8.416667,-9.733334,3,0
4257,4257007,2001,5,1,"Zorzor, Liberia",zorzor,7.766667,-9.416667,1,0
4257,4257008,2001,5,25,"Yealla, Liberia near Guinean border.",yeala,7.816667,-9.4,1,0
4258,4258001,1998,5,6,"areas around Badme, a border town in southwestern Eritrea.",tigray,13.5,39.5,3,1
4258,4258002,1998,5,12,"160 square mile area, including the Badme District and parts of Shiraro District",tigray,13.5,39.5,3,0
4258,4258003,1998,5,31,"160 square mile area, including the Badme District and parts of Shiraro District",tigray,13.5,39.5,3,0
4259,4259001,2001,2,-9,Along HON border with NIC.,wanblan,13.86667,-85.73333,4,1
4259,4259002,2001,3,-9,Near NIC-HON border.,wanblan,13.86667,-85.73333,4,0
4260,4260001,1999,10,3,Along GUY-VEN border.,el volcan,6.733333,-60.96667,4,1
4260,4260002,1999,10,5,"GUY's northwestern border with VEN, near a military outpost near Etetringbang.",el volcan,6.733333,-60.96667,3,0
4260,4260003,1999,10,6,Along the GUY border with VEN.,el volcan,6.733333,-60.96667,4,0
4261,4261001,2000,10,21,"Gulf of Venezuela, in waters claimed by VEN as its own internat waters; the USA",gulf of venezuela,11.5,-71,4,1
4262,4262001,2000,10,13,"A COL village, Tres Bocas in the Norte de Santander department in northeastern C",tres bocas,8.616667,-72.65,1,1
4262,4262002,2000,11,15,"Near COL town Tibu, in Norte Santander province.",tibu,8.633333,-72.73333,2,0
4262,4262003,2000,11,23,"The village of Los Patios in Tibu jurisdiction, COL.",los patios,7.833333,-72.5,1,0
4263,4263001,2001,10,24,"Caribbean Sea, west of the 82nd meridian.",caribbean sea,15,-82,5,1
4264,4264001,1999,9,12,Kupang in West Timor and warships off the coast of Indonesia,kupang,-10.16667,123.5833,1,1
4265,4265001,2001,7,28,East Timor,east timor,-8.833333,125.75,3,1
4266,4266001,2001,12,22,"Initially, 90 miles northwest of Amami-o-Shima island.  The pursuit and clash ho",point estimate,29,128,2,1
4269,4269001,1994,8,2,Western Kuwaiti desert,khabrat al qasr,29.28333,47.3,3,1
4269,4269002,1994,10,6,IRQ-KUW border,umm qasr,30.01667,47.93333,4,0
4269,4269003,1994,10,7,IRQ-KUW border.,umm qasr,30.01667,47.93333,4,0
4269,4269005,1994,10,7,IRQ-KUW border.,umm qasr,30.01667,47.93333,4,0
4269,4269006,1994,10,7,Persian Gulf,persian gulf,27,51,5,0
4269,4269007,1994,10,8,KUW.,kuwait,29.5,47.75,5,0
4269,4269008,1994,10,8,KUW-IRQ border,umm qasr,30.01667,47.93333,4,0
4269,4269009,1994,10,9,IRQ.,iraq,33,44,5,0
4269,4269010,1994,10,9,KUW port of Al-Shuwaikh.,al showaikh,29.33333,47.93333,1,0
4269,4269011,1994,10,9,northern Persian Gulf.,persian gulf,27,51,3,0
4269,4269012,1994,10,10,"The Mutla Ridge, 45 kilometers northwest of Kuwait City.",mutla,29.4,47.66667,1,0
4269,4269014,1994,10,11,KUW.,kuwait,29.5,47.75,5,0
4269,4269015,1994,10,11,The Kuwaiti desert and the flight exclusion zone in Iraq below the 32d parallel.,basra,30.48333,47.81667,3,0
4269,4269016,1994,10,12,Kuwait; no further information about the location was specified.,kuwait city,29.31667,47.96667,5,0
4269,4269017,1994,10,12,KUW-IRQ border,umm qasr,30.01667,47.93333,4,0
4269,4269018,1994,10,12,Persian Gulf,persian gulf,27,51,5,0
4269,4269019,1994,10,13,KUW-IRQ border,umm qasr,30.01667,47.93333,4,0
4269,4269020,1994,10,14,"The Kuwaiti desert, about 30 miles south of the Iraqi border.",ar rawdah,29.91667,47.65,3,0
4270,4270001,1994,12,1,In the Persian Gulf,persian gulf,27,51,5,1
4271,4271001,1996,8,30,The Persian Gulf region. No additional information provided.,persian gulf,27,51,5,1
4271,4271002,1996,9,3,"Air defense facilities in southern Iraq, specifically in Tallil, Nasiriya, Kut,",nasiriya,31.05,46.25,3,0
4271,4271003,1996,9,4,KUW,kuwait,29.5,47.75,5,0
4271,4271004,1996,9,4,Just north of the southern flight exclusion zone in Iraq.,basra,30.48333,47.81667,3,0
4271,4271006,1996,9,10,"Kuwait, Persian Gulf, Diego Garcia, Red Sea",kuwait,29.5,47.75,5,0
4271,4271007,1996,9,11,The southern flight exclusion zone in Iraq.,mosul,36.33333,43.11666,3,0
4271,4271008,1996,9,11,The northern flight exclusion zone in Iraq.,mosul,36.33333,43.11666,3,0
4271,4271009,1996,9,13,"Iraq, no additional information provided.",iraq,33,44,5,0
4271,4271011,1996,9,17,Persion Gulf region; Kuwait,persian gulf,27,51,5,0
4271,4271012,1996,11,2,"The southern flight exclusion zone in Iraq: near the 32nd parallel, southeast of",kut al hai,32.16667,46.03333,3,0
4271,4271013,1996,11,4,"Southern flight exclusion zone in Iraq, occuring between 25 to 40 miles from a s",kut al hai,32.16667,46.03333,3,0
4272,4272001,1996,10,-9,IRQ territorial waters,al qushlah,29.9,48.53333,4,1
4272,4272002,1997,1,-9,IRQ-KUW border,umm qasr,30.01667,47.93333,4,0
4272,4272003,1997,2,22,About 11 nautical miles (18km) northeast of the Kuwaiti island of al-Auha.,az zawr,29.41667,48.26667,2,0
4272,4272004,1997,3,2,The delimitarized zone at the mouth of the Khor Abdullah waterway.,persian gulf,27,51,5,0
4272,4272005,1997,9,25,Iraqi territorial waters,al qushlah,29.9,48.53333,4,0
4273,4273001,1997,10,7,"Northern No Fly Zone, Iraq.  Near Mosul.",mosul,36.33333,43.11666,3,1
4273,4273002,1997,11,3,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273003,1997,11,3,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
